pathway,overlap_genes,overlap_count,pathway_size,enrichment_ratio,pvalue,rank,fdr
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,"INS, XBP1",2,355,6.63,0.03584376836393009,1362,0.07531928418323636
GOMF_HSP70_PROTEIN_BINDING,ERN1,1,43,27.36,0.03594218030270711,1365,0.07536008793139029
HP_MALE_PSEUDOHERMAPHRODITISM,SOX9,1,43,27.36,0.03594218030270711,1364,0.07541533726271829
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,"ERN1, EIF2AK3",2,360,6.54,0.03677083940963202,1395,0.07543952859524505
GOBP_DE_NOVO_PROTEIN_FOLDING,HSPA5,1,43,27.36,0.03594218030270711,1363,0.07547066766423165
GOBP_GLIAL_CELL_PROLIFERATION,ABCC8,1,44,26.74,0.036763395061180544,1394,0.07547836202661314
HP_DECREASED_ADIPOSE_TISSUE,SLC2A2,1,44,26.74,0.036763395061180544,1393,0.07553254606252599
WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS,ATF4,1,44,26.74,0.036763395061180544,1392,0.07558680794906517
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,GCK,1,44,26.74,0.036763395061180544,1391,0.07564114785413278
KEGG_ABC_TRANSPORTERS,ABCC8,1,44,26.74,0.036763395061180544,1390,0.07569556594611418
SANSOM_APC_TARGETS_DN,"KCNJ11, SLC2A2",2,361,6.52,0.036957384368133415,1397,0.07571369653657684
PID_INSULIN_PATHWAY,INS,1,44,26.74,0.036763395061180544,1389,0.07575006239387956
GOBP_REGULATION_OF_NEUROGENESIS,"NKX6-1, ABCC8",2,361,6.52,0.036957384368133415,1396,0.07576793270888098
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT,NKX6-1,1,44,26.74,0.036763395061180544,1388,0.07580463736678582
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM,ALDH1A3,1,44,26.74,0.036763395061180544,1387,0.07585929103467823
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,INS,1,44,26.74,0.036763395061180544,1386,0.07591402356789229
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT,INS,1,44,26.74,0.036763395061180544,1385,0.07596883513725539
HP_ABSENCE_OF_SECONDARY_SEX_CHARACTERISTICS,SOX9,1,44,26.74,0.036763395061180544,1384,0.07602372591408867
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,"ERN1, SOX9, INS",3,887,3.98,0.03714662646160267,1398,0.07604695631838829
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,HSPA5,1,44,26.74,0.036763395061180544,1383,0.07607869607020876
GOBP_LACTATION,XBP1,1,44,26.74,0.036763395061180544,1382,0.0761337457779296
HP_POOR_APPETITE,SLC2A2,1,44,26.74,0.036763395061180544,1381,0.07618887521006423
VARELA_ZMPSTE24_TARGETS_UP,ATF4,1,44,26.74,0.036763395061180544,1380,0.07624408453992661
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,INS,1,45,26.14,0.03758395139932244,1407,0.07645008450949597
GOBP_RESPONSE_TO_PH,ABCC8,1,45,26.14,0.03758395139932244,1406,0.07650445868055536
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,SOX9,1,45,26.14,0.03758395139932244,1405,0.07655891025256999
GOBP_INTERLEUKIN_17_PRODUCTION,DDIT3,1,45,26.14,0.03758395139932244,1404,0.07661343939092652
HP_HYPOPHOSPHATEMIA,SLC2A2,1,45,26.14,0.03758395139932244,1403,0.07666804626148313
HP_GERM_CELL_NEOPLASIA,SOX9,1,45,26.14,0.03758395139932244,1402,0.0767227310305712
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,SOX9,1,45,26.14,0.03758395139932244,1401,0.07677749386499702
HP_LOCALIZED_SKIN_LESION,"DDIT3, SOX9, EIF2AK3",3,893,3.95,0.03778702546206757,1408,0.07680857022190155
KERLEY_RESPONSE_TO_CISPLATIN_UP,ALDH1A3,1,45,26.14,0.03758395139932244,1400,0.07683233493204344
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,INS,1,45,26.14,0.03758395139932244,1399,0.07688725439947164
GOBP_RESPONSE_TO_ANTIBIOTIC,HSPA5,1,46,25.58,0.038403849812061686,1424,0.07718526556328689
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,"ERN1, GCK, EIF2AK3",3,895,3.94,0.03800178659435486,1409,0.07719028618384925
ZHAN_MULTIPLE_MYELOMA_CD1_UP,ERN1,1,46,25.58,0.038403849812061686,1423,0.07723950678996525
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN,SOX9,1,46,25.58,0.038403849812061686,1422,0.07729382430528871
GOBP_REGULATION_OF_BINDING,"DDIT3, PDX1",2,367,6.41,0.038084511404267316,1410,0.07730345506312983
HP_ATHETOSIS,ABCC8,1,46,25.58,0.038403849812061686,1421,0.07734821827031706
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,SOX9,1,46,25.58,0.038403849812061686,1420,0.07740268884656376
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,ERN1,1,46,25.58,0.038403849812061686,1419,0.07745723619599756
MARCHINI_TRABECTEDIN_RESISTANCE_DN,HSPA5,1,46,25.58,0.038403849812061686,1418,0.07751186048104411
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,XBP1,1,46,25.58,0.038403849812061686,1417,0.07756656186458753
LANDIS_BREAST_CANCER_PROGRESSION_UP,XBP1,1,46,25.58,0.038403849812061686,1416,0.07762134050997213
GOBP_VITAMIN_TRANSPORT,SLC2A2,1,46,25.58,0.038403849812061686,1415,0.07767619658100391
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP,ATF4,1,46,25.58,0.038403849812061686,1414,0.07773113024195229
NUTT_GBM_VS_AO_GLIOMA_DN,ABCC8,1,46,25.58,0.038403849812061686,1413,0.0777861416575517
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS,ALDH1A3,1,46,25.58,0.038403849812061686,1412,0.07784123099300322
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS,"GCK, INS, ATF4, EIF2AK3",4,1557,3.02,0.03839980221944919,1411,0.07788818848480765
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN,"ALDH1A3, XBP1",2,371,6.34,0.03884336218493626,1425,0.07801382636721936
MELLMAN_TUT1_TARGETS_DN,ALDH1A3,1,47,25.03,0.039223090793979856,1435,0.07822751627342882
GOBP_RESPONSE_TO_COCAINE,HSPA5,1,47,25.03,0.039223090793979856,1434,0.07828206823735728
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,INS,1,47,25.03,0.039223090793979856,1433,0.07833669633801141
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,SOX9,1,47,25.03,0.039223090793979856,1432,0.07839140073489549
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,HSPA5,1,47,25.03,0.039223090793979856,1431,0.07844618158795971
YAMASHITA_LIVER_CANCER_STEM_CELL_UP,SOX9,1,47,25.03,0.039223090793979856,1430,0.07850103905760164
HP_EMBRYONAL_RENAL_NEOPLASM,SOX9,1,47,25.03,0.039223090793979856,1429,0.07855597330466785
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,INS,1,47,25.03,0.039223090793979856,1428,0.07861098449045542
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,HSPA5,1,47,25.03,0.039223090793979856,1427,0.07866607277671363
ZHAN_MULTIPLE_MYELOMA_LB_UP,KCNJ11,1,47,25.03,0.039223090793979856,1426,0.0787212383256454
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,IAPP,1,48,24.51,0.04004167483931148,1452,0.07892511941467593
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY,ABCC8,1,48,24.51,0.04004167483931148,1451,0.07897951301868329
GOBP_CATION_TRANSMEMBRANE_TRANSPORT,"DDIT3, KCNJ11, ABCC8",3,910,3.88,0.039633101342168,1436,0.07899020615688358
GOBP_REGULATION_OF_MYELINATION,EIF2AK3,1,48,24.51,0.04004167483931148,1450,0.07903398164835135
GOBP_FACE_DEVELOPMENT,ALDH1A3,1,48,24.51,0.04004167483931148,1449,0.07908852545901274
GERHOLD_ADIPOGENESIS_UP,DDIT3,1,48,24.51,0.04004167483931148,1448,0.07914314460642918
HP_ABNORMAL_CIRCULATING_ESTROGEN_LEVEL,SOX9,1,48,24.51,0.04004167483931148,1447,0.079197839246793
WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY,INS,1,48,24.51,0.04004167483931148,1446,0.07925260953672854
HP_ABNORMALITY_OF_THE_PUBIC_HAIR,SOX9,1,48,24.51,0.04004167483931148,1445,0.07930745563329375
GOBP_VASODILATION,INS,1,48,24.51,0.04004167483931148,1444,0.07936237769398162
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,INS,1,48,24.51,0.04004167483931148,1443,0.07941737587672174
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION,XBP1,1,48,24.51,0.04004167483931148,1442,0.07947245033988173
HP_ABNORMALITY_OF_THE_AXILLARY_HAIR,SOX9,1,48,24.51,0.04004167483931148,1441,0.07952760124226889
HP_THIN_RIBS,SOX9,1,48,24.51,0.04004167483931148,1440,0.07958282874313156
GOBP_VISUAL_BEHAVIOR,ABCC8,1,48,24.51,0.04004167483931148,1439,0.07963813300216084
HP_RENAL_TUBULAR_ACIDOSIS,SLC2A2,1,49,24.01,0.040859602441944386,1468,0.07965952465180165
GOBP_ACUTE_PHASE_RESPONSE,INS,1,48,24.51,0.04004167483931148,1438,0.07969351417949197
ZHANG_PROLIFERATING_VS_QUIESCENT,DDIT3,1,49,24.01,0.040859602441944386,1467,0.07971382562293444
SU_PANCREAS,IAPP,1,48,24.51,0.04004167483931148,1437,0.07974897243570596
GOBP_PROSTATE_GLAND_DEVELOPMENT,SOX9,1,49,24.01,0.040859602441944386,1466,0.07976820067451898
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT,SOX9,1,49,24.01,0.040859602441944386,1465,0.07982264995825586
GOBP_OVULATION_CYCLE_PROCESS,HSPA5,1,49,24.01,0.040859602441944386,1464,0.07987717362626012
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN,XBP1,1,49,24.01,0.040859602441944386,1463,0.07993177183106277
HP_ABNORMALITY_OF_SUBCUTANEOUS_FAT_TISSUE,SLC2A2,1,49,24.01,0.040859602441944386,1462,0.07998644472561206
GOBP_COCHLEA_DEVELOPMENT,SOX9,1,49,24.01,0.040859602441944386,1461,0.08004119246327504
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,INS,1,49,24.01,0.040859602441944386,1460,0.08009601519783892
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,ALDH1A3,1,49,24.01,0.040859602441944386,1459,0.08015091308351256
PID_ARF6_TRAFFICKING_PATHWAY,INS,1,49,24.01,0.040859602441944386,1458,0.08020588627492786
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT,ATF4,1,49,24.01,0.040859602441944386,1457,0.08026093492714127
GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY,ABCC8,1,49,24.01,0.040859602441944386,1456,0.08031605919563518
GOBP_REGULATION_OF_BONE_REMODELING,IAPP,1,49,24.01,0.040859602441944386,1455,0.08037125923631946
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN,ATF4,1,49,24.01,0.040859602441944386,1454,0.08042653520553289
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,ATF4,1,49,24.01,0.040859602441944386,1453,0.08048188726004461
GOBP_CAMP_MEDIATED_SIGNALING,SOX9,1,50,23.53,0.04167687409541975,1480,0.08059406328452118
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP,ATF4,1,50,23.53,0.04167687409541975,1479,0.08064855555178589
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT,HSPA5,1,50,23.53,0.04167687409541975,1478,0.08070312155689535
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,SOX9,1,50,23.53,0.04167687409541975,1477,0.08075776144962175
HP_HYPOCHROMIC_ANEMIA,EIF2AK3,1,50,23.53,0.04167687409541975,1476,0.08081247538014318
GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,PDX1,1,50,23.53,0.04167687409541975,1475,0.08086726349904497
HP_PERIAURICULAR_SKIN_PITS,EIF2AK3,1,50,23.53,0.04167687409541975,1474,0.08092212595732112
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,SOX9,1,50,23.53,0.04167687409541975,1473,0.08097706290637564
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS,INS,1,50,23.53,0.04167687409541975,1472,0.081032074498024
GOBP_LUNG_MORPHOGENESIS,SOX9,1,50,23.53,0.04167687409541975,1471,0.08108716088449444
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,SOX9,1,50,23.53,0.04167687409541975,1470,0.08114232221842947
GOBP_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,KCNJ11,1,50,23.53,0.04167687409541975,1469,0.08119755865288722
GOMF_PROTEIN_KINASE_A_BINDING,SOX9,1,51,23.07,0.04249349029293243,1492,0.08151231180856074
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,ABCC8,1,51,23.07,0.04249349029293243,1491,0.08156698136711778
GOBP_RESPONSE_TO_COLD,EIF2AK3,1,51,23.07,0.04249349029293243,1490,0.08162172430763262
NADERI_BREAST_CANCER_PROGNOSIS_UP,PDX1,1,51,23.07,0.04249349029293243,1489,0.0816765407779534
GOBP_RETINOL_METABOLIC_PROCESS,ALDH1A3,1,51,23.07,0.04249349029293243,1488,0.08173143092632568
GOBP_MUSCLE_CELL_DIFFERENTIATION,"SOX9, XBP1",2,389,6.05,0.04233051597167112,1482,0.08174759562140536
HP_ABNORMALITY_OF_PRENATAL_DEVELOPMENT_OR_BIRTH,"KCNJ11, SOX9, ABCC8",3,934,3.78,0.04231862873569815,1481,0.0817798213650021
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,SOX9,1,51,23.07,0.04249349029293243,1487,0.08178639490139382
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,SOX9,1,51,23.07,0.04249349029293243,1486,0.0818414328522023
ZHOU_TNF_SIGNALING_30MIN,ATF4,1,51,23.07,0.04249349029293243,1485,0.08189654492819705
BURTON_ADIPOGENESIS_11,DDIT3,1,51,23.07,0.04249349029293243,1484,0.08195173127922682
GOCC_T_TUBULE,KCNJ11,1,51,23.07,0.04249349029293243,1483,0.08200699205554458
HP_HYPOPLASTIC_ILIA,SOX9,1,52,22.62,0.04330945152733116,1501,0.08257938059375201
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,XBP1,1,52,22.62,0.04330945152733116,1500,0.08263443351414784
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING,ATF4,1,52,22.62,0.04330945152733116,1499,0.08268955988740612
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING,DDIT3,1,52,22.62,0.04330945152733116,1498,0.08274475986062868
KEGG_MTOR_SIGNALING_PATHWAY,INS,1,52,22.62,0.04330945152733116,1497,0.08280003358131047
KEGG_STARCH_AND_SUCROSE_METABOLISM,GCK,1,52,22.62,0.04330945152733116,1496,0.08285538119734075
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,"GCK, INS",2,395,5.96,0.043518747231807715,1503,0.08286803365098715
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT,HSPA5,1,52,22.62,0.04330945152733116,1495,0.08291080285700453
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,"SOX9, INS",2,395,5.96,0.043518747231807715,1502,0.0829232054443633
PID_PTP1B_PATHWAY,INS,1,52,22.62,0.04330945152733116,1494,0.08296629870898378
GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,DDIT3,1,52,22.62,0.04330945152733116,1493,0.08302186890235885
GOCC_TRANSPORTER_COMPLEX,"KCNJ11, ABCC8",2,396,5.94,0.04371802269136566,1504,0.0831921415842344
GOBP_RESPONSE_TO_ZINC_ION,ABCC8,1,53,22.2,0.044124758291118775,1514,0.08341153119496825
GOBP_GROWTH,"SOX9, NKX6-1, INS",3,950,3.72,0.044160335262436234,1515,0.08342368285220628
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,INS,1,53,22.2,0.044124758291118775,1513,0.08346666109000789
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,"ERN1, INS",2,397,5.93,0.043917649784132,1505,0.08351648749646896
WP_VITAMIN_B12_METABOLISM,INS,1,53,22.2,0.044124758291118775,1512,0.08352186390818911
WP_TRANSLATION_FACTORS,EIF2AK3,1,53,22.2,0.044124758291118775,1511,0.08357713979429644
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7,"ALDH1A3, XBP1",2,399,5.9,0.044317956219713635,1517,0.08361106835914332
SMIRNOV_RESPONSE_TO_IR_2HR_UP,SOX9,1,53,22.2,0.044124758291118775,1510,0.08363248889349796
HSIAO_HOUSEKEEPING_GENES,"ATF4, XBP1",2,399,5.9,0.044317956219713635,1516,0.0836662207789053
HP_ABNORMAL_CIRCULATING_FOLLICLE_STIMULATING_HORMONE_CONCENTRATION,SOX9,1,53,22.2,0.044124758291118775,1509,0.08368791135134654
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION,ATF4,1,53,22.2,0.044124758291118775,1508,0.08374340731378112
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,ABCC8,1,53,22.2,0.044124758291118775,1507,0.08379897692712802
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN,SLC2A2,1,53,22.2,0.044124758291118775,1506,0.0838546203381022
BERENJENO_TRANSFORMED_BY_RHOA_DN,"DDIT3, EIF2AK3",2,400,5.88,0.04451863423962598,1519,0.08387908571021037
HP_LONG_PHILTRUM,"KCNJ11, ABCC8",2,400,5.88,0.04451863423962598,1518,0.08393434202490747
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,PDX1,1,54,21.79,0.044939411076452454,1526,0.08428348263486692
HP_MISSING_RIBS,SOX9,1,54,21.79,0.044939411076452454,1525,0.0843387504923324
GOBP_CELLULAR_RESPONSE_TO_CAMP,HSPA5,1,54,21.79,0.044939411076452454,1524,0.08439409087979456
GOMF_NAD_BINDING,ALDH1A3,1,54,21.79,0.044939411076452454,1523,0.08444950394012272
REACTOME_ION_HOMEOSTASIS,KCNJ11,1,54,21.79,0.044939411076452454,1522,0.0845049898165617
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,INS,1,54,21.79,0.044939411076452454,1521,0.084560548652733
GOCC_TRANSPORT_VESICLE,"INS, ABCC8",2,403,5.84,0.04512275958624233,1527,0.08457193054081569
HP_ABNORMALITY_OF_FIBULA_MORPHOLOGY,SOX9,1,54,21.79,0.044939411076452454,1520,0.08461618059263612
REACTOME_SIGNALING_BY_ALK_IN_CANCER,EIF2AK3,1,55,21.39,0.045753410375143924,1530,0.08558579117232805
GOBP_HEART_VALVE_MORPHOGENESIS,SOX9,1,55,21.39,0.045753410375143924,1529,0.08564176618290512
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,"KCNJ11, ABCC8",2,406,5.8,0.04573000803587579,1528,0.08565398102007625
GOCC_MITOCHONDRION,"ERN1, GCK, HSPA5, ABCC8",4,1648,2.86,0.04591929486596807,1531,0.08583998818184232
GOBP_MESENCHYME_MORPHOGENESIS,SOX9,1,56,21.01,0.04656675667865975,1536,0.08676696459265898
GOMF_PRE_MRNA_BINDING,SOX9,1,56,21.01,0.04656675667865975,1535,0.08682349030249133
HP_ABNORMAL_CIRCULATING_FATTY_ACID_CONCENTRATION,ABCC8,1,56,21.01,0.04656675667865975,1534,0.08688008970946819
GOBP_RESPONSE_TO_GAMMA_RADIATION,HSPA5,1,56,21.01,0.04656675667865975,1533,0.08693676295781096
GOCC_NUCLEAR_SPECK,"ATF4, PDX1",2,410,5.74,0.046544500164517374,1532,0.0869519317694835
REACTOME_NEURONAL_SYSTEM,"KCNJ11, ABCC8",2,411,5.72,0.046748980893292526,1537,0.08704982649095849
DELASERNA_MYOD_TARGETS_DN,DDIT3,1,57,20.64,0.04737945047812136,1552,0.0873711258172573
HP_HYPERAMMONEMIA,EIF2AK3,1,57,20.64,0.04737945047812136,1551,0.08742745794222007
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,SOX9,1,57,20.64,0.04737945047812136,1550,0.0874838627537957
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,DDIT3,1,57,20.64,0.04737945047812136,1549,0.08754034039275876
AMIT_SERUM_RESPONSE_240_MCF10A,ALDH1A3,1,57,20.64,0.04737945047812136,1548,0.08759689100024763
HP_ABNORMAL_MIDDLE_PHALANX_MORPHOLOGY_OF_THE_HAND,EIF2AK3,1,57,20.64,0.04737945047812136,1547,0.08765351471776557
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,DDIT3,1,57,20.64,0.04737945047812136,1546,0.08771021168718197
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,"DDIT3, HSPA5",2,413,5.7,0.04715896701957505,1538,0.08775615319247321
HP_ABNORMALITY_OF_UPPER_LIMB_EPIPHYSIS_MORPHOLOGY,EIF2AK3,1,57,20.64,0.04737945047812136,1545,0.08776698205073355
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING,PDX1,1,57,20.64,0.04737945047812136,1544,0.08782382595102547
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,"SOX9, ABCC8, XBP1",3,976,3.62,0.04724022878731602,1539,0.08785025002553505
GOBP_PROTEIN_HOMOTETRAMERIZATION,ALDH1A3,1,57,20.64,0.04737945047812136,1543,0.08788074353103262
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY,INS,1,57,20.64,0.04737945047812136,1542,0.08793773493410073
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,"SOX9, HSPA5, IAPP",3,980,3.6,0.0477235898114376,1553,0.08794907536402731
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,SOX9,1,57,20.64,0.04737945047812136,1541,0.08799480030394766
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,"GCK, INS",2,414,5.68,0.04736447111514605,1540,0.0880241015139922
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING,XBP1,1,58,20.28,0.048191492264305566,1558,0.08852634843417363
LIM_MAMMARY_LUMINAL_PROGENITOR_UP,ALDH1A3,1,58,20.28,0.048191492264305566,1557,0.08858320543381022
WP_PROXIMAL_TUBULE_TRANSPORT,SLC2A2,1,58,20.28,0.048191492264305566,1556,0.08864013551442321
GOCC_NEURON_PROJECTION_MEMBRANE,ATF4,1,58,20.28,0.048191492264305566,1555,0.08869713881700483
HP_ABNORMAL_BLOOD_PHOSPHATE_CONCENTRATION,SLC2A2,1,58,20.28,0.048191492264305566,1554,0.08875421548291025
BENPORATH_NANOG_TARGETS,"ATF4, HSPA5, EIF2AK3",3,988,3.57,0.04869790693760864,1559,0.08939923646916993
HP_ENLARGED_THORAX,EIF2AK3,1,59,19.94,0.0490028825276446,1567,0.08949984032809116
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,PDX1,1,59,19.94,0.0490028825276446,1566,0.08955699220569531
HP_HYPERGONADOTROPIC_HYPOGONADISM,SOX9,1,59,19.94,0.0490028825276446,1565,0.08961421712084272
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,DDIT3,1,59,19.94,0.0490028825276446,1564,0.08967151521363098
ONDER_CDH1_TARGETS_3_DN,SOX9,1,59,19.94,0.0490028825276446,1563,0.08972888662451622
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION,INS,1,59,19.94,0.0490028825276446,1562,0.08978633149431425
HP_ABNORMALITY_OF_MALE_INTERNAL_GENITALIA,SOX9,1,59,19.94,0.0490028825276446,1561,0.0898438499642017
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,INS,1,59,19.94,0.0490028825276446,1560,0.08990144217571722
GOBP_CALCIUM_ION_TRANSPORT,"DDIT3, GCK",2,424,5.55,0.0494380953984817,1568,0.09023713586125932
WP_PREIMPLANTATION_EMBRYO,DDIT3,1,60,19.61,0.04981362175822633,1578,0.09034637862613673
HP_SCROTAL_HYPOPLASIA,SOX9,1,60,19.61,0.04981362175822633,1577,0.0904036686569713
GOMF_MOLECULAR_FUNCTION_INHIBITOR_ACTIVITY,DDIT3,1,60,19.61,0.04981362175822633,1576,0.0904610313908907
HAN_SATB1_TARGETS_UP,"XBP1, EIF2AK3",2,425,5.54,0.049647301952451796,1570,0.09050355298593442
GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION,SOX9,1,60,19.61,0.04981362175822633,1575,0.09051846696637698
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,"SOX9, INS",2,425,5.54,0.049647301952451796,1569,0.09056123530141302
GOBP_REGULATION_OF_GLUCOSE_IMPORT,INS,1,60,19.61,0.04981362175822633,1574,0.09057597552226414
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY,ERN1,1,60,19.61,0.04981362175822633,1573,0.09063355719773919
HP_ABNORMAL_BLOOD_SODIUM_CONCENTRATION,EIF2AK3,1,60,19.61,0.04981362175822633,1572,0.09069121213234335
LEE_LIVER_CANCER_DENA_UP,SOX9,1,60,19.61,0.04981362175822633,1571,0.09074894046597311
CUI_GLUCOSE_DEPRIVATION,EIF2AK3,1,61,19.29,0.05062371044579454,1591,0.09106540496283091
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN,DDIT3,1,61,19.29,0.05062371044579454,1590,0.09112267880243018
MILI_PSEUDOPODIA_CHEMOTAXIS_DN,"HSPA5, EIF2AK3",2,428,5.5,0.05027691538348573,1579,0.09112889919413308
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,DDIT3,1,61,19.29,0.05062371044579454,1589,0.09118002472993328
GOCC_NUCLEAR_INNER_MEMBRANE,ERN1,1,61,19.29,0.05062371044579454,1588,0.09123744288152644
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,"INS, ABCC8",2,429,5.48,0.05048744898270185,1583,0.09127926657516909
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,INS,1,61,19.29,0.05062371044579454,1587,0.09129493339373912
